value,categ
8.419,Skin_Not_Sun_Exposed_Suprapubic
7.712,Skin_Not_Sun_Exposed_Suprapubic
6.399,Skin_Not_Sun_Exposed_Suprapubic
6.644,Skin_Not_Sun_Exposed_Suprapubic
7.957,Skin_Not_Sun_Exposed_Suprapubic
8.517,Skin_Not_Sun_Exposed_Suprapubic
6.812,Skin_Not_Sun_Exposed_Suprapubic
11.33,Skin_Not_Sun_Exposed_Suprapubic
6.093,Skin_Not_Sun_Exposed_Suprapubic
7.231,Skin_Not_Sun_Exposed_Suprapubic
6.878,Skin_Not_Sun_Exposed_Suprapubic
7.318,Skin_Not_Sun_Exposed_Suprapubic
3.394,Skin_Not_Sun_Exposed_Suprapubic
14.76,Skin_Not_Sun_Exposed_Suprapubic
8.376,Skin_Not_Sun_Exposed_Suprapubic
12.12,Skin_Not_Sun_Exposed_Suprapubic
6.858,Skin_Not_Sun_Exposed_Suprapubic
13.57,Skin_Not_Sun_Exposed_Suprapubic
10.78,Skin_Not_Sun_Exposed_Suprapubic
6.667,Skin_Not_Sun_Exposed_Suprapubic
7.388,Skin_Not_Sun_Exposed_Suprapubic
5.366,Skin_Not_Sun_Exposed_Suprapubic
9.113,Skin_Not_Sun_Exposed_Suprapubic
11.59,Skin_Not_Sun_Exposed_Suprapubic
5.114,Skin_Not_Sun_Exposed_Suprapubic
13.71,Skin_Not_Sun_Exposed_Suprapubic
7.192,Skin_Not_Sun_Exposed_Suprapubic
5.404,Skin_Not_Sun_Exposed_Suprapubic
7.238,Skin_Not_Sun_Exposed_Suprapubic
8.157,Skin_Not_Sun_Exposed_Suprapubic
8.105,Skin_Not_Sun_Exposed_Suprapubic
7.684,Skin_Not_Sun_Exposed_Suprapubic
9.668,Skin_Not_Sun_Exposed_Suprapubic
11.51,Skin_Not_Sun_Exposed_Suprapubic
6.874,Skin_Not_Sun_Exposed_Suprapubic
8.875,Skin_Not_Sun_Exposed_Suprapubic
8.213,Skin_Not_Sun_Exposed_Suprapubic
9.013,Skin_Not_Sun_Exposed_Suprapubic
17.75,Skin_Not_Sun_Exposed_Suprapubic
6.067,Skin_Not_Sun_Exposed_Suprapubic
7.478,Skin_Not_Sun_Exposed_Suprapubic
6.406,Skin_Not_Sun_Exposed_Suprapubic
8.318,Skin_Not_Sun_Exposed_Suprapubic
8.008,Skin_Not_Sun_Exposed_Suprapubic
15.88,Skin_Not_Sun_Exposed_Suprapubic
5.692,Skin_Not_Sun_Exposed_Suprapubic
15.98,Skin_Not_Sun_Exposed_Suprapubic
6.247,Skin_Not_Sun_Exposed_Suprapubic
6.975,Skin_Not_Sun_Exposed_Suprapubic
7.845,Skin_Not_Sun_Exposed_Suprapubic
9.679,Skin_Not_Sun_Exposed_Suprapubic
11.5,Skin_Not_Sun_Exposed_Suprapubic
12.92,Skin_Not_Sun_Exposed_Suprapubic
8.948,Skin_Not_Sun_Exposed_Suprapubic
4.899,Skin_Not_Sun_Exposed_Suprapubic
13.24,Skin_Not_Sun_Exposed_Suprapubic
5.117,Skin_Not_Sun_Exposed_Suprapubic
5.402,Skin_Not_Sun_Exposed_Suprapubic
9.215,Skin_Not_Sun_Exposed_Suprapubic
12.52,Skin_Not_Sun_Exposed_Suprapubic
11.45,Skin_Not_Sun_Exposed_Suprapubic
8.303,Skin_Not_Sun_Exposed_Suprapubic
7.86,Skin_Not_Sun_Exposed_Suprapubic
6.905,Skin_Not_Sun_Exposed_Suprapubic
15.69,Skin_Not_Sun_Exposed_Suprapubic
6.236,Skin_Not_Sun_Exposed_Suprapubic
15.1,Skin_Not_Sun_Exposed_Suprapubic
10.65,Skin_Not_Sun_Exposed_Suprapubic
7.05,Skin_Not_Sun_Exposed_Suprapubic
9.442,Skin_Not_Sun_Exposed_Suprapubic
6.802,Skin_Not_Sun_Exposed_Suprapubic
9.629,Skin_Not_Sun_Exposed_Suprapubic
5.435,Skin_Not_Sun_Exposed_Suprapubic
11.45,Skin_Not_Sun_Exposed_Suprapubic
18.75,Skin_Not_Sun_Exposed_Suprapubic
3.723,Skin_Not_Sun_Exposed_Suprapubic
10.61,Skin_Not_Sun_Exposed_Suprapubic
8.276,Skin_Not_Sun_Exposed_Suprapubic
12.66,Skin_Not_Sun_Exposed_Suprapubic
9.583,Skin_Not_Sun_Exposed_Suprapubic
9.24,Skin_Not_Sun_Exposed_Suprapubic
14.72,Skin_Not_Sun_Exposed_Suprapubic
6.747,Skin_Not_Sun_Exposed_Suprapubic
8.874,Skin_Not_Sun_Exposed_Suprapubic
7.589,Skin_Not_Sun_Exposed_Suprapubic
6.681,Skin_Not_Sun_Exposed_Suprapubic
6.183,Skin_Not_Sun_Exposed_Suprapubic
8.619,Skin_Not_Sun_Exposed_Suprapubic
9.118,Skin_Not_Sun_Exposed_Suprapubic
23.69,Skin_Not_Sun_Exposed_Suprapubic
8.305,Skin_Not_Sun_Exposed_Suprapubic
5.112,Skin_Not_Sun_Exposed_Suprapubic
16.59,Skin_Not_Sun_Exposed_Suprapubic
5.666,Skin_Not_Sun_Exposed_Suprapubic
7.275,Skin_Not_Sun_Exposed_Suprapubic
8.384,Skin_Not_Sun_Exposed_Suprapubic
6.654,Skin_Not_Sun_Exposed_Suprapubic
7.421,Skin_Not_Sun_Exposed_Suprapubic
10.22,Skin_Not_Sun_Exposed_Suprapubic
8.73,Skin_Not_Sun_Exposed_Suprapubic
11.25,Skin_Not_Sun_Exposed_Suprapubic
5.116,Skin_Not_Sun_Exposed_Suprapubic
16.22,Skin_Not_Sun_Exposed_Suprapubic
6.627,Skin_Not_Sun_Exposed_Suprapubic
10.11,Skin_Not_Sun_Exposed_Suprapubic
9.616,Skin_Not_Sun_Exposed_Suprapubic
9.125,Skin_Not_Sun_Exposed_Suprapubic
7.009,Skin_Not_Sun_Exposed_Suprapubic
5.896,Skin_Not_Sun_Exposed_Suprapubic
7.757,Skin_Not_Sun_Exposed_Suprapubic
10.52,Skin_Not_Sun_Exposed_Suprapubic
10.7,Skin_Not_Sun_Exposed_Suprapubic
8.66,Skin_Not_Sun_Exposed_Suprapubic
15.01,Skin_Not_Sun_Exposed_Suprapubic
9.708,Skin_Not_Sun_Exposed_Suprapubic
5.998,Skin_Not_Sun_Exposed_Suprapubic
10.7,Skin_Not_Sun_Exposed_Suprapubic
8.567,Skin_Not_Sun_Exposed_Suprapubic
11.44,Skin_Not_Sun_Exposed_Suprapubic
8.133,Skin_Not_Sun_Exposed_Suprapubic
7.736,Skin_Not_Sun_Exposed_Suprapubic
9.959,Skin_Not_Sun_Exposed_Suprapubic
7.295,Skin_Not_Sun_Exposed_Suprapubic
9.881,Skin_Not_Sun_Exposed_Suprapubic
7.111,Skin_Not_Sun_Exposed_Suprapubic
7.524,Skin_Not_Sun_Exposed_Suprapubic
10.57,Skin_Not_Sun_Exposed_Suprapubic
9.124,Skin_Not_Sun_Exposed_Suprapubic
11.58,Skin_Not_Sun_Exposed_Suprapubic
6.097,Skin_Not_Sun_Exposed_Suprapubic
10.05,Skin_Not_Sun_Exposed_Suprapubic
10.02,Skin_Not_Sun_Exposed_Suprapubic
7.547,Skin_Not_Sun_Exposed_Suprapubic
4.734,Skin_Not_Sun_Exposed_Suprapubic
10.19,Skin_Not_Sun_Exposed_Suprapubic
9.748,Skin_Not_Sun_Exposed_Suprapubic
11.17,Skin_Not_Sun_Exposed_Suprapubic
22.71,Skin_Not_Sun_Exposed_Suprapubic
8.016,Skin_Not_Sun_Exposed_Suprapubic
7.94,Skin_Not_Sun_Exposed_Suprapubic
8.623,Skin_Not_Sun_Exposed_Suprapubic
6.112,Skin_Not_Sun_Exposed_Suprapubic
5.253,Skin_Not_Sun_Exposed_Suprapubic
16.61,Skin_Not_Sun_Exposed_Suprapubic
6.996,Skin_Not_Sun_Exposed_Suprapubic
13.59,Skin_Not_Sun_Exposed_Suprapubic
5.919,Skin_Not_Sun_Exposed_Suprapubic
7.129,Skin_Not_Sun_Exposed_Suprapubic
10.47,Skin_Not_Sun_Exposed_Suprapubic
13.47,Skin_Not_Sun_Exposed_Suprapubic
7.173,Skin_Not_Sun_Exposed_Suprapubic
51.5,Skin_Not_Sun_Exposed_Suprapubic
11.96,Skin_Not_Sun_Exposed_Suprapubic
5.327,Skin_Not_Sun_Exposed_Suprapubic
8.749,Skin_Not_Sun_Exposed_Suprapubic
7.896,Skin_Not_Sun_Exposed_Suprapubic
8.653,Skin_Not_Sun_Exposed_Suprapubic
8.436,Skin_Not_Sun_Exposed_Suprapubic
8.452,Skin_Not_Sun_Exposed_Suprapubic
5.696,Skin_Not_Sun_Exposed_Suprapubic
7.328,Skin_Not_Sun_Exposed_Suprapubic
9.438,Skin_Not_Sun_Exposed_Suprapubic
18.38,Skin_Not_Sun_Exposed_Suprapubic
5.093,Skin_Not_Sun_Exposed_Suprapubic
3.965,Skin_Not_Sun_Exposed_Suprapubic
7.239,Skin_Not_Sun_Exposed_Suprapubic
4.112,Skin_Not_Sun_Exposed_Suprapubic
7.219,Skin_Not_Sun_Exposed_Suprapubic
10.47,Skin_Not_Sun_Exposed_Suprapubic
10.43,Skin_Not_Sun_Exposed_Suprapubic
8.608,Skin_Not_Sun_Exposed_Suprapubic
8.725,Skin_Not_Sun_Exposed_Suprapubic
7.469,Skin_Not_Sun_Exposed_Suprapubic
8.186,Skin_Not_Sun_Exposed_Suprapubic
11.02,Skin_Not_Sun_Exposed_Suprapubic
4.774,Skin_Not_Sun_Exposed_Suprapubic
11.9,Skin_Not_Sun_Exposed_Suprapubic
8.961,Skin_Not_Sun_Exposed_Suprapubic
9.014,Skin_Not_Sun_Exposed_Suprapubic
8.646,Skin_Not_Sun_Exposed_Suprapubic
9.073,Skin_Not_Sun_Exposed_Suprapubic
7.697,Skin_Not_Sun_Exposed_Suprapubic
7.062,Skin_Not_Sun_Exposed_Suprapubic
10.55,Skin_Not_Sun_Exposed_Suprapubic
6.999,Skin_Not_Sun_Exposed_Suprapubic
5.934,Skin_Not_Sun_Exposed_Suprapubic
4.466,Skin_Not_Sun_Exposed_Suprapubic
14.07,Skin_Not_Sun_Exposed_Suprapubic
7.774,Skin_Not_Sun_Exposed_Suprapubic
12.62,Skin_Not_Sun_Exposed_Suprapubic
7.862,Skin_Not_Sun_Exposed_Suprapubic
13.89,Skin_Not_Sun_Exposed_Suprapubic
8.005,Skin_Not_Sun_Exposed_Suprapubic
9.824,Skin_Not_Sun_Exposed_Suprapubic
13.19,Skin_Not_Sun_Exposed_Suprapubic
13.64,Skin_Not_Sun_Exposed_Suprapubic
7.142,Skin_Not_Sun_Exposed_Suprapubic
8.58,Skin_Not_Sun_Exposed_Suprapubic
9.735,Skin_Not_Sun_Exposed_Suprapubic
11.48,Skin_Not_Sun_Exposed_Suprapubic
13.41,Skin_Not_Sun_Exposed_Suprapubic
10.2,Skin_Not_Sun_Exposed_Suprapubic
8.312,Skin_Not_Sun_Exposed_Suprapubic
8.716,Skin_Not_Sun_Exposed_Suprapubic
6.101,Skin_Not_Sun_Exposed_Suprapubic
19.38,Skin_Not_Sun_Exposed_Suprapubic
8.759,Skin_Not_Sun_Exposed_Suprapubic
8.825,Skin_Not_Sun_Exposed_Suprapubic
8.998,Skin_Not_Sun_Exposed_Suprapubic
8.068,Skin_Not_Sun_Exposed_Suprapubic
5.333,Skin_Not_Sun_Exposed_Suprapubic
14.74,Skin_Not_Sun_Exposed_Suprapubic
11.84,Skin_Not_Sun_Exposed_Suprapubic
6.154,Skin_Not_Sun_Exposed_Suprapubic
9.797,Skin_Not_Sun_Exposed_Suprapubic
7.312,Skin_Not_Sun_Exposed_Suprapubic
12.74,Skin_Not_Sun_Exposed_Suprapubic
6.572,Skin_Not_Sun_Exposed_Suprapubic
11.39,Skin_Not_Sun_Exposed_Suprapubic
7.719,Skin_Not_Sun_Exposed_Suprapubic
16.44,Skin_Not_Sun_Exposed_Suprapubic
9.897,Skin_Not_Sun_Exposed_Suprapubic
7.739,Skin_Not_Sun_Exposed_Suprapubic
11.14,Skin_Not_Sun_Exposed_Suprapubic
6.184,Skin_Not_Sun_Exposed_Suprapubic
8.734,Skin_Not_Sun_Exposed_Suprapubic
10.47,Skin_Not_Sun_Exposed_Suprapubic
8.637,Skin_Not_Sun_Exposed_Suprapubic
8.715,Skin_Not_Sun_Exposed_Suprapubic
18.0,Skin_Not_Sun_Exposed_Suprapubic
9.502,Skin_Not_Sun_Exposed_Suprapubic
8.611,Skin_Not_Sun_Exposed_Suprapubic
22.53,Skin_Not_Sun_Exposed_Suprapubic
7.83,Skin_Not_Sun_Exposed_Suprapubic
16.43,Skin_Not_Sun_Exposed_Suprapubic
15.9,Skin_Not_Sun_Exposed_Suprapubic
11.05,Skin_Not_Sun_Exposed_Suprapubic
6.338,Skin_Not_Sun_Exposed_Suprapubic
6.464,Skin_Not_Sun_Exposed_Suprapubic
5.643,Skin_Not_Sun_Exposed_Suprapubic
5.118,Skin_Not_Sun_Exposed_Suprapubic
9.831,Skin_Not_Sun_Exposed_Suprapubic
10.27,Skin_Not_Sun_Exposed_Suprapubic
12.51,Skin_Not_Sun_Exposed_Suprapubic
11.29,Skin_Not_Sun_Exposed_Suprapubic
5.678,Skin_Not_Sun_Exposed_Suprapubic
8.603,Skin_Not_Sun_Exposed_Suprapubic
4.953,Skin_Not_Sun_Exposed_Suprapubic
7.499,Skin_Not_Sun_Exposed_Suprapubic
9.399,Skin_Not_Sun_Exposed_Suprapubic
9.445,Skin_Not_Sun_Exposed_Suprapubic
7.278,Skin_Not_Sun_Exposed_Suprapubic
12.44,Skin_Not_Sun_Exposed_Suprapubic
10.5,Skin_Not_Sun_Exposed_Suprapubic
5.375,Skin_Not_Sun_Exposed_Suprapubic
6.717,Skin_Not_Sun_Exposed_Suprapubic
10.6,Skin_Not_Sun_Exposed_Suprapubic
6.71,Skin_Not_Sun_Exposed_Suprapubic
7.923,Skin_Not_Sun_Exposed_Suprapubic
4.269,Skin_Not_Sun_Exposed_Suprapubic
9.293,Skin_Not_Sun_Exposed_Suprapubic
4.645,Skin_Not_Sun_Exposed_Suprapubic
7.648,Skin_Not_Sun_Exposed_Suprapubic
5.118,Skin_Not_Sun_Exposed_Suprapubic
16.28,Skin_Not_Sun_Exposed_Suprapubic
4.634,Skin_Not_Sun_Exposed_Suprapubic
8.637,Skin_Not_Sun_Exposed_Suprapubic
13.74,Skin_Not_Sun_Exposed_Suprapubic
4.945,Skin_Not_Sun_Exposed_Suprapubic
9.207,Skin_Not_Sun_Exposed_Suprapubic
11.83,Skin_Not_Sun_Exposed_Suprapubic
7.505,Skin_Not_Sun_Exposed_Suprapubic
10.34,Skin_Not_Sun_Exposed_Suprapubic
7.898,Skin_Not_Sun_Exposed_Suprapubic
8.139,Skin_Not_Sun_Exposed_Suprapubic
13.21,Skin_Not_Sun_Exposed_Suprapubic
14.45,Skin_Not_Sun_Exposed_Suprapubic
13.71,Skin_Not_Sun_Exposed_Suprapubic
10.05,Skin_Not_Sun_Exposed_Suprapubic
20.09,Skin_Not_Sun_Exposed_Suprapubic
9.073,Skin_Not_Sun_Exposed_Suprapubic
5.035,Skin_Not_Sun_Exposed_Suprapubic
9.997,Skin_Not_Sun_Exposed_Suprapubic
11.26,Skin_Not_Sun_Exposed_Suprapubic
18.23,Skin_Not_Sun_Exposed_Suprapubic
7.711,Skin_Not_Sun_Exposed_Suprapubic
10.44,Skin_Not_Sun_Exposed_Suprapubic
28.52,Skin_Not_Sun_Exposed_Suprapubic
12.89,Skin_Not_Sun_Exposed_Suprapubic
15.91,Skin_Not_Sun_Exposed_Suprapubic
19.19,Skin_Not_Sun_Exposed_Suprapubic
5.095,Skin_Not_Sun_Exposed_Suprapubic
13.37,Skin_Not_Sun_Exposed_Suprapubic
8.206,Skin_Not_Sun_Exposed_Suprapubic
8.269,Skin_Not_Sun_Exposed_Suprapubic
6.888,Skin_Not_Sun_Exposed_Suprapubic
7.853,Skin_Not_Sun_Exposed_Suprapubic
7.866,Skin_Not_Sun_Exposed_Suprapubic
10.64,Skin_Not_Sun_Exposed_Suprapubic
10.34,Skin_Not_Sun_Exposed_Suprapubic
9.06,Skin_Not_Sun_Exposed_Suprapubic
7.562,Skin_Not_Sun_Exposed_Suprapubic
4.305,Skin_Not_Sun_Exposed_Suprapubic
6.11,Skin_Not_Sun_Exposed_Suprapubic
7.763,Skin_Not_Sun_Exposed_Suprapubic
6.785,Skin_Not_Sun_Exposed_Suprapubic
6.53,Skin_Not_Sun_Exposed_Suprapubic
6.432,Skin_Not_Sun_Exposed_Suprapubic
11.32,Skin_Not_Sun_Exposed_Suprapubic
16.29,Skin_Not_Sun_Exposed_Suprapubic
5.15,Skin_Not_Sun_Exposed_Suprapubic
5.186,Skin_Not_Sun_Exposed_Suprapubic
9.447,Skin_Not_Sun_Exposed_Suprapubic
7.31,Skin_Not_Sun_Exposed_Suprapubic
11.43,Skin_Not_Sun_Exposed_Suprapubic
9.059,Skin_Not_Sun_Exposed_Suprapubic
17.54,Skin_Not_Sun_Exposed_Suprapubic
9.626,Skin_Not_Sun_Exposed_Suprapubic
8.909,Skin_Not_Sun_Exposed_Suprapubic
15.41,Skin_Not_Sun_Exposed_Suprapubic
13.47,Skin_Not_Sun_Exposed_Suprapubic
8.114,Skin_Not_Sun_Exposed_Suprapubic
12.76,Skin_Not_Sun_Exposed_Suprapubic
7.997,Skin_Not_Sun_Exposed_Suprapubic
7.249,Skin_Not_Sun_Exposed_Suprapubic
6.683,Skin_Not_Sun_Exposed_Suprapubic
10.66,Skin_Not_Sun_Exposed_Suprapubic
11.33,Skin_Not_Sun_Exposed_Suprapubic
10.01,Skin_Not_Sun_Exposed_Suprapubic
3.721,Skin_Not_Sun_Exposed_Suprapubic
13.04,Skin_Not_Sun_Exposed_Suprapubic
10.29,Skin_Not_Sun_Exposed_Suprapubic
7.293,Skin_Not_Sun_Exposed_Suprapubic
14.96,Skin_Not_Sun_Exposed_Suprapubic
6.565,Skin_Not_Sun_Exposed_Suprapubic
6.921,Skin_Not_Sun_Exposed_Suprapubic
7.938,Skin_Not_Sun_Exposed_Suprapubic
11.37,Skin_Not_Sun_Exposed_Suprapubic
10.61,Skin_Not_Sun_Exposed_Suprapubic
5.97,Skin_Not_Sun_Exposed_Suprapubic
8.056,Skin_Not_Sun_Exposed_Suprapubic
8.221,Skin_Not_Sun_Exposed_Suprapubic
4.699,Skin_Not_Sun_Exposed_Suprapubic
4.63,Skin_Not_Sun_Exposed_Suprapubic
7.285,Skin_Not_Sun_Exposed_Suprapubic
15.32,Skin_Not_Sun_Exposed_Suprapubic
9.325,Skin_Not_Sun_Exposed_Suprapubic
8.443,Skin_Not_Sun_Exposed_Suprapubic
6.453,Skin_Not_Sun_Exposed_Suprapubic
18.17,Skin_Not_Sun_Exposed_Suprapubic
12.39,Skin_Not_Sun_Exposed_Suprapubic
18.56,Skin_Not_Sun_Exposed_Suprapubic
9.084,Skin_Not_Sun_Exposed_Suprapubic
10.91,Skin_Not_Sun_Exposed_Suprapubic
3.467,Skin_Not_Sun_Exposed_Suprapubic
10.52,Skin_Not_Sun_Exposed_Suprapubic
7.983,Skin_Not_Sun_Exposed_Suprapubic
6.285,Skin_Not_Sun_Exposed_Suprapubic
7.525,Skin_Not_Sun_Exposed_Suprapubic
12.57,Skin_Not_Sun_Exposed_Suprapubic
10.04,Skin_Not_Sun_Exposed_Suprapubic
5.405,Skin_Not_Sun_Exposed_Suprapubic
9.789,Skin_Not_Sun_Exposed_Suprapubic
9.693,Skin_Not_Sun_Exposed_Suprapubic
7.614,Skin_Not_Sun_Exposed_Suprapubic
10.34,Skin_Not_Sun_Exposed_Suprapubic
10.53,Skin_Not_Sun_Exposed_Suprapubic
12.39,Skin_Not_Sun_Exposed_Suprapubic
11.45,Skin_Not_Sun_Exposed_Suprapubic
9.147,Skin_Not_Sun_Exposed_Suprapubic
12.83,Skin_Not_Sun_Exposed_Suprapubic
4.733,Skin_Not_Sun_Exposed_Suprapubic
7.261,Skin_Not_Sun_Exposed_Suprapubic
10.1,Skin_Not_Sun_Exposed_Suprapubic
7.197,Skin_Not_Sun_Exposed_Suprapubic
6.722,Skin_Not_Sun_Exposed_Suprapubic
9.822,Skin_Not_Sun_Exposed_Suprapubic
4.495,Skin_Not_Sun_Exposed_Suprapubic
9.413,Skin_Not_Sun_Exposed_Suprapubic
4.393,Skin_Not_Sun_Exposed_Suprapubic
6.995,Skin_Not_Sun_Exposed_Suprapubic
8.612,Skin_Not_Sun_Exposed_Suprapubic
13.87,Skin_Not_Sun_Exposed_Suprapubic
11.01,Skin_Not_Sun_Exposed_Suprapubic
10.4,Skin_Not_Sun_Exposed_Suprapubic
6.95,Skin_Not_Sun_Exposed_Suprapubic
9.062,Skin_Not_Sun_Exposed_Suprapubic
11.03,Skin_Not_Sun_Exposed_Suprapubic
4.02,Skin_Not_Sun_Exposed_Suprapubic
6.355,Skin_Not_Sun_Exposed_Suprapubic
8.809,Skin_Not_Sun_Exposed_Suprapubic
9.406,Skin_Not_Sun_Exposed_Suprapubic
12.62,Skin_Not_Sun_Exposed_Suprapubic
16.23,Skin_Not_Sun_Exposed_Suprapubic
4.358,Skin_Not_Sun_Exposed_Suprapubic
16.58,Skin_Not_Sun_Exposed_Suprapubic
13.3,Skin_Not_Sun_Exposed_Suprapubic
5.859,Skin_Not_Sun_Exposed_Suprapubic
12.51,Skin_Not_Sun_Exposed_Suprapubic
21.32,Skin_Not_Sun_Exposed_Suprapubic
17.2,Skin_Not_Sun_Exposed_Suprapubic
8.16,Skin_Not_Sun_Exposed_Suprapubic
9.73,Skin_Not_Sun_Exposed_Suprapubic
5.443,Skin_Not_Sun_Exposed_Suprapubic
8.288,Skin_Not_Sun_Exposed_Suprapubic
7.766,Skin_Not_Sun_Exposed_Suprapubic
8.1,Skin_Not_Sun_Exposed_Suprapubic
5.911,Skin_Not_Sun_Exposed_Suprapubic
6.274,Skin_Not_Sun_Exposed_Suprapubic
7.708,Skin_Not_Sun_Exposed_Suprapubic
8.417,Skin_Not_Sun_Exposed_Suprapubic
13.91,Skin_Not_Sun_Exposed_Suprapubic
7.622,Skin_Not_Sun_Exposed_Suprapubic
16.7,Skin_Not_Sun_Exposed_Suprapubic
5.619,Skin_Not_Sun_Exposed_Suprapubic
10.42,Skin_Not_Sun_Exposed_Suprapubic
5.398,Skin_Not_Sun_Exposed_Suprapubic
8.106,Skin_Not_Sun_Exposed_Suprapubic
9.259,Skin_Not_Sun_Exposed_Suprapubic
5.529,Skin_Not_Sun_Exposed_Suprapubic
5.372,Skin_Not_Sun_Exposed_Suprapubic
8.478,Skin_Not_Sun_Exposed_Suprapubic
3.75,Skin_Not_Sun_Exposed_Suprapubic
9.497,Skin_Not_Sun_Exposed_Suprapubic
7.231,Skin_Not_Sun_Exposed_Suprapubic
5.381,Skin_Not_Sun_Exposed_Suprapubic
3.682,Skin_Not_Sun_Exposed_Suprapubic
15.07,Skin_Not_Sun_Exposed_Suprapubic
9.816,Skin_Not_Sun_Exposed_Suprapubic
8.959,Skin_Not_Sun_Exposed_Suprapubic
6.348,Skin_Not_Sun_Exposed_Suprapubic
8.903,Skin_Not_Sun_Exposed_Suprapubic
7.235,Skin_Not_Sun_Exposed_Suprapubic
8.279,Skin_Not_Sun_Exposed_Suprapubic
11.61,Skin_Not_Sun_Exposed_Suprapubic
6.727,Skin_Not_Sun_Exposed_Suprapubic
3.642,Skin_Not_Sun_Exposed_Suprapubic
14.55,Skin_Not_Sun_Exposed_Suprapubic
6.206,Skin_Not_Sun_Exposed_Suprapubic
6.181,Skin_Not_Sun_Exposed_Suprapubic
6.821,Skin_Not_Sun_Exposed_Suprapubic
6.978,Skin_Not_Sun_Exposed_Suprapubic
7.304,Skin_Not_Sun_Exposed_Suprapubic
8.065,Skin_Not_Sun_Exposed_Suprapubic
9.425,Skin_Not_Sun_Exposed_Suprapubic
6.843,Skin_Not_Sun_Exposed_Suprapubic
8.379,Skin_Not_Sun_Exposed_Suprapubic
5.312,Skin_Not_Sun_Exposed_Suprapubic
8.195,Skin_Not_Sun_Exposed_Suprapubic
5.425,Skin_Not_Sun_Exposed_Suprapubic
8.419,Skin_Not_Sun_Exposed_Suprapubic
8.505,Skin_Not_Sun_Exposed_Suprapubic
8.656,Skin_Not_Sun_Exposed_Suprapubic
5.82,Skin_Not_Sun_Exposed_Suprapubic
17.79,Skin_Not_Sun_Exposed_Suprapubic
3.902,Skin_Not_Sun_Exposed_Suprapubic
12.8,Skin_Not_Sun_Exposed_Suprapubic
6.628,Skin_Not_Sun_Exposed_Suprapubic
4.316,Skin_Not_Sun_Exposed_Suprapubic
5.853,Skin_Not_Sun_Exposed_Suprapubic
7.027,Skin_Not_Sun_Exposed_Suprapubic
7.939,Skin_Not_Sun_Exposed_Suprapubic
17.37,Skin_Not_Sun_Exposed_Suprapubic
5.363,Skin_Not_Sun_Exposed_Suprapubic
6.884,Skin_Not_Sun_Exposed_Suprapubic
7.666,Skin_Not_Sun_Exposed_Suprapubic
4.978,Skin_Not_Sun_Exposed_Suprapubic
13.12,Skin_Not_Sun_Exposed_Suprapubic
9.2,Skin_Not_Sun_Exposed_Suprapubic
7.922,Skin_Not_Sun_Exposed_Suprapubic
21.55,Skin_Not_Sun_Exposed_Suprapubic
5.898,Skin_Not_Sun_Exposed_Suprapubic
4.2,Skin_Not_Sun_Exposed_Suprapubic
14.7,Skin_Not_Sun_Exposed_Suprapubic
7.479,Skin_Not_Sun_Exposed_Suprapubic
5.298,Skin_Not_Sun_Exposed_Suprapubic
9.944,Skin_Not_Sun_Exposed_Suprapubic
6.743,Skin_Not_Sun_Exposed_Suprapubic
20.28,Skin_Not_Sun_Exposed_Suprapubic
5.341,Skin_Not_Sun_Exposed_Suprapubic
13.12,Skin_Not_Sun_Exposed_Suprapubic
5.189,Skin_Not_Sun_Exposed_Suprapubic
18.98,Skin_Not_Sun_Exposed_Suprapubic
10.74,Skin_Not_Sun_Exposed_Suprapubic
11.91,Skin_Not_Sun_Exposed_Suprapubic
6.798,Skin_Not_Sun_Exposed_Suprapubic
9.301,Skin_Not_Sun_Exposed_Suprapubic
8.275,Skin_Not_Sun_Exposed_Suprapubic
9.315,Skin_Not_Sun_Exposed_Suprapubic
8.797,Skin_Not_Sun_Exposed_Suprapubic
10.09,Skin_Not_Sun_Exposed_Suprapubic
4.813,Skin_Not_Sun_Exposed_Suprapubic
26.86,Skin_Not_Sun_Exposed_Suprapubic
13.71,Skin_Not_Sun_Exposed_Suprapubic
8.221,Skin_Not_Sun_Exposed_Suprapubic
7.836,Skin_Not_Sun_Exposed_Suprapubic
8.443,Skin_Not_Sun_Exposed_Suprapubic
10.32,Skin_Not_Sun_Exposed_Suprapubic
8.197,Skin_Not_Sun_Exposed_Suprapubic
16.18,Skin_Not_Sun_Exposed_Suprapubic
6.389,Skin_Not_Sun_Exposed_Suprapubic
15.82,Skin_Not_Sun_Exposed_Suprapubic
10.77,Skin_Not_Sun_Exposed_Suprapubic
8.237,Skin_Not_Sun_Exposed_Suprapubic
17.55,Skin_Not_Sun_Exposed_Suprapubic
9.145,Skin_Not_Sun_Exposed_Suprapubic
11.94,Skin_Not_Sun_Exposed_Suprapubic
15.08,Skin_Not_Sun_Exposed_Suprapubic
6.254,Skin_Not_Sun_Exposed_Suprapubic
11.72,Skin_Not_Sun_Exposed_Suprapubic
8.748,Skin_Not_Sun_Exposed_Suprapubic
5.626,Skin_Not_Sun_Exposed_Suprapubic
16.41,Skin_Not_Sun_Exposed_Suprapubic
8.626,Skin_Not_Sun_Exposed_Suprapubic
9.687,Skin_Not_Sun_Exposed_Suprapubic
6.942,Skin_Not_Sun_Exposed_Suprapubic
8.221,Skin_Not_Sun_Exposed_Suprapubic
6.754,Skin_Not_Sun_Exposed_Suprapubic
